Date,Time,Condo ID,Crab ID,Outcome,Sex,Color,RI,Status,Shell Hardness,Black Light Fluorescence,Photo ID,Fed (Y/N),Post-molt CW (mm),Post-molt mass (g),Digital RI,Ca (ppm),Notes/Observations
6/8/22,14:17,WL,GGYR,Removed,M,4,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/13/22,10:52,WL,GGYR,Removed,M,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/31/22,9:18,WL,GGYW,Removed,M,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
6/2/22,10:00,WL,GGYW,Removed,M,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
6/6/22,9:36,WL,GGYW,Removed,M,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/8/22,14:17,WL,GGYW,Removed,M,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
6/13/22,10:52,WL,GGYW,Removed,M,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/16/22,11:05,WL,GGYW,Removed,M,5,7,A,3,NA,NA,N,NA,NA,NA,NA,
6/21/22,9:40,WL,GGYW,Removed,M,5,6.5,A,3,NA,NA,N,NA,NA,NA,NA,released (3 week mark)
7/14/22,9:27,WL,GGWK,Removed,M,2,6.5,A,3,NA,NA,N,NA,NA,7.3,340,orginally entered as GWWK
5/19/22,10:30,WL,GGGY,Molted,M,3,8.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as GYGG
5/19/22,9:21,WL,GYGK,Removed,M,3,10,A,3,NA,NA,N,NA,NA,NA,NA,
5/23/22,9:45,WL,GYGK,Removed,M,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/26/22,9:22,WL,GYGK,Removed,M,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/31/22,9:18,WL,GYGK,Removed,M,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
6/2/22,9:22,WL,GYGK,Removed,M,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
6/6/22,9:36,WL,GYGK,Removed,M,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
6/8/22,14:17,WL,GYGK,Removed,M,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/13/22,10:52,WL,GYGK,Removed,M,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/19/22,10:30,WL,GYGW,Removed,M,3,11.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/23/22,9:45,WL,GYGW,Removed,M,3,10.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/26/22,9:22,WL,GYGW,Removed,M,1,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
5/31/22,9:18,WL,GYGW,Removed,M,2,8,A,3,NA,NA,N,NA,NA,NA,NA,No tag
6/2/22,10:00,WL,GYGW,Removed,M,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,No band; retagged GYGW
6/6/22,9:36,WL,GYGW,Removed,M,3,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/8/22,14:17,WL,GYGW,Removed,M,3,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KB,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KB,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KB,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KB,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KB,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KB,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBBK,Removed,F,3,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KBBK,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KBBK,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KBBK,Removed,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KBBK,Removed,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KBBK,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KBBR,Removed,F,4,7,A,3,NA,NA,N,NA,NA,7,375,
7/21/22,9:40,WL,KBBR,Removed,F,4,7,A,3,NA,NA,N,NA,NA,6.7,347,
7/26/22,9:37,WL,KBBR,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,4,331,
7/29/22,9:50,WL,KBBR,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBBR,Removed,F,NA,NA,R,NA,NA,NA,N,NA,NA,NA,NA,Had eggs; released
6/23/22,9:07,WL,KBBW,Removed,M,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/28/22,9:19,WL,KBBW,Removed,M,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/30/22,9:22,WL,KBBW,Removed,M,3,6,A,3,NA,NA,N,NA,NA,6,347,
7/5/22,9:22,WL,KBBW,Removed,M,3,5,A,3,NA,NA,N,NA,NA,5,351,
7/7/22,9:27,WL,KBBW,Removed,M,4,5,A,3,NA,NA,N,NA,NA,5.9,340,
7/11/22,9:37,WL,KBBW,Removed,M,3,4.5,A,3,NA,NA,N,NA,NA,5.6,340,
7/14/22,9:27,WL,KBBW,Removed,M,1,5,A,3,NA,NA,N,NA,NA,5.6,355,
7/18/22,10:30,WL,KBBY,Removed,F,3,11.5,A,3,NA,NA,N,NA,NA,6.3,420,
7/21/22,9:40,WL,KBBY,Removed,F,3,8.5,A,3,NA,NA,N,NA,NA,9.2,367,
7/26/22,9:37,WL,KBBY,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,6.1,300,
7/29/22,9:50,WL,KBBY,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBBY,Removed,F,4,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KBBY,Removed,F,4,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBG,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KBG,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KBG,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KBG,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KBG,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KBG,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KBGR,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KBGR,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KBGR,Dead,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KBGR,Dead,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KBGR,Dead,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KBGR,Dead,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KBGR,Dead,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KBGR,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KBKB,Removed,F,3,7,A,3,NA,NA,N,NA,NA,7,374,
7/21/22,9:40,WL,KBKB,Removed,F,3,7,A,3,NA,NA,N,NA,NA,6.9,336,
7/26/22,9:37,WL,KBKB,Removed,F,3,6,A,3,NA,NA,N,NA,NA,6,337,
7/29/22,9:50,WL,KBKB,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBKB,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KBKB,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KBKB,Removed,F,NA,NA,A,3,NA,NA,N,NA,NA,NA,NA,"Has eggs; removed, FIND ON INFO SHEET"
8/22/22,10:23,WL,KBKR,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KBKR,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KBKR,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KBKR,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KBKR,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBKY,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KBKY,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KBKY,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KBKY,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KBKY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KBKY,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KBRR,Removed,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KBRR,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KBRR,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KBRR,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KBRR,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KBRR,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KBWK,Removed,F,3,8,A,3,NA,NA,N,NA,NA,8.7,431,
7/21/22,9:40,WL,KBWK,Removed,F,NA,NA,A,3,NA,NA,N,NA,NA,NA,NA,Had eggs; released
8/1/22,10:00,WL,KYBW,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,Originally entered as KBWK
8/22/22,10:23,WL,KBWR,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KBWR,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KBWR,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KBWR,Removed,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KBWR,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KBWR,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KBWR,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,KBWR,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KBWW,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KBWW,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KBWW,Dead,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KBWW,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KBWW,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KBWW,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KBWW,Dead,F,5,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KBWW,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KBWW,Dead,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KBYY
8/26/22,10:00,WL,KGG,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
8/29/22,8:25,WL,KGG,Dead,F,1,2.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
9/1/22,10:40,WL,KGG,Dead,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
9/6/22,11:00,WL,KGG,Dead,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
9/9/22,9:30,WL,KGG,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
9/12/22,9:33,WL,KGG,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
9/15/22,9:55,WL,KGG,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KG
8/22/22,10:23,WL,KGBG,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KGBG,Removed,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KGBG,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KGBG,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KGBG,Removed,F,1,2.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KGBG,Removed,F,3,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KGBG,Removed,F,3,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KGBG,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KGBG,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,KGBG,Removed,F,3,3,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KGG,Dead,F,1,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KGG,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KGK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KGK,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KGK,Removed,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KGK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KGK,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KGK,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KGK,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KGK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,KGK,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KGKR,Dead,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KGKR,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KGRK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KGRK,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KGRK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KGRK,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KGRK,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KGRK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KGK,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KGRK
8/22/22,10:23,WL,KGWR,Removed,F,3,13,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KGWR,Removed,F,3,10,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KGWR,Removed,F,2,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KGWR,Removed,F,2,9,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KGWR,Removed,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KGWR,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KGWR,Removed,F,1,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KGWR,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KGWR,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,KGWR,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KGWY,Removed,F,1,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KGWY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KGWY,Removed,F,1,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KGWY,Removed,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KGWY,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KGWY,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KGWY,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KGWY,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KGWY,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,KGWY,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,KGYG,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,KGYG,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,KGYG,Dead,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,KGYG,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,KGYG,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,KGYG,Dead,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,KGYG,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,KGYG,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,KGYG,Dead,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,KGYG,Dead,F,N/A,NA,M,1,NA,NA,N,NA,NA,NA,NA,Died during molt
8/1/22,10:00,WL,KK,Removed,F,1,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KK,Removed,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KK,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KK,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/16/22,11:05,WL,KKBK,Removed,M,2,6,A,3,NA,NA,N,NA,NA,7.2,448,
6/21/22,9:40,WL,KKBK,Removed,M,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,8:26,WL,KKBK,Removed,M,3,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/28/22,9:19,WL,KKBK,Removed,M,3,6,A,3,NA,NA,N,NA,NA,5.6,317,
6/30/22,9:22,WL,KKBK,Removed,M,2,4.5,A,3,NA,NA,N,NA,NA,4.3,371,
7/5/22,9:22,WL,KKBK,Removed,M,1,4.5,A,3,NA,NA,N,NA,NA,4.5,200,
7/7/22,9:27,WL,KKBK,Removed,M,1,5,A,3,NA,NA,N,NA,NA,3.8,323,
6/16/22,11:05,WL,KKGK,Missing,M,4,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/21/22,9:40,WL,KKGK,Missing,M,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,8:26,WL,KKGK,Missing,M,3,3,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KKK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KKK,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KKK,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KKK,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KKK,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KKKK,Removed,F,3,7,A,3,NA,NA,N,NA,NA,6.9,394,
7/21/22,9:40,WL,KKKK,Removed,F,3,6,A,3,NA,NA,N,NA,NA,6.2,247,
7/26/22,9:37,WL,KKKK,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,6.9,350,
7/29/22,9:50,WL,KKKK,Removed,F,4,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KKKK,Removed,F,5,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KKKK,Removed,F,4,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KKKK,Removed,F,4,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KKK,Removed,F,3,3.5,A,3,NA,NA,N,NA,NA,NA,NA,Originally entered as KKKK
6/16/22,11:05,WL,KWWK,Dead,M,2,6,A,3,NA,NA,N,NA,NA,NA,NA,Originally entered as KKWK
8/1/22,10:00,WL,KKWK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KKWK,Removed,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KKWK,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KKWK,Removed,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KKWK,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KKWK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KKYK,Removed,F,4,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KKYK,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KKYK,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KKYK,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KKYK,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KR,Dead,F,2,7.5,A,3,NA,NA,N,NA,NA,7.2,385,
7/21/22,9:40,WL,KR,Dead,F,3,7,A,3,NA,NA,N,NA,NA,6.3,358,
7/26/22,9:37,WL,KR,Dead,F,3,6,A,3,NA,NA,N,NA,NA,5.9,362,
7/29/22,9:50,WL,KR,Dead,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KR,Dead,F,NA,NA,D,,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KRBK,Removed,F,2,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KRBK,Removed,F,2,10,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KRBK,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KRBK,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KRBK,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,9:07,WL,KRBR,Dead,M,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
6/28/22,9:19,WL,KRBR,Dead,M,3,5,A,3,NA,NA,N,NA,NA,5.4,331,
6/30/22,9:22,WL,KRBR,Dead,M,3,5,A,3,NA,NA,N,NA,NA,5.6,350,Kind of lethargic
7/5/22,9:22,WL,KRBR,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KRBW,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,6.4,358,
7/21/22,9:40,WL,KRBW,Removed,F,1,7,A,3,NA,NA,N,NA,NA,7.2,347,
7/26/22,9:37,WL,KRBW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,5.7,353,
8/3/22,8:27,WL,KRBW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,Row added 11/10/22
6/16/22,11:05,WL,KRGK,Missing,M,3,10,A,3,NA,NA,N,NA,NA,NA,NA,
6/21/22,9:40,WL,KRGK,Missing,M,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,8:26,WL,KRGK,Missing,M,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KRGR,Molted,F,4,10,A,3,NA,NA,N,NA,NA,8.8,431,
7/21/22,9:40,WL,KRGR,Molted,F,4,9.5,A,3,NA,NA,N,NA,NA,10.5,396,
7/26/22,9:37,WL,KRGR,Molted,F,5,8.5,A,3,NA,NA,N,NA,NA,9.2,384,
7/29/22,9:50,WL,KRGR,Molted,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KRGR,Molted,F,NA,NA,M,NA,NA,NA,N,NA,NA,NA,NA,"Molt present in cell, but body is missing; escaped"
7/18/22,10:30,WL,KRGW,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,7.7,425,
7/21/22,9:40,WL,KRGW,Removed,F,3,7,A,3,NA,NA,N,NA,NA,7.5,327,
7/26/22,9:37,WL,KRGW,Removed,F,1,6,A,3,NA,NA,N,NA,NA,6.3,333,
7/29/22,9:50,WL,KRGW,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KRGW,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KRGW,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KRGW,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
